,id,finger,image_id,file_path,label,fold,features
0,032,L,1,../data/Data_FV_Spoofing_WS2025_26/IDIAP/full/dev/real/032-M\032_L_1.png,0,1,"[0.11006316 0.09489925 0.         0.05120602 0.         0.02141955
 0.         0.0579609  0.         0.00791579 0.         0.01071278
 0.         0.00882406 0.         0.06672481 0.         0.01109173
 0.         0.01049624 0.         0.00691729 0.         0.01159699
 0.         0.00716391 0.         0.0096     0.         0.00942556
 0.         0.07059248 0.         0.         0.         0.
 0.         0.00235789 0.         0.0084812  0.         0.
 0.         0.00300752 0.         0.00277293 0.         0.01228271
 0.         0.         0.         0.00203308 0.         0.00406617
 0.         0.00634586 0.         0.         0.         0.00851729
 0.         0.01237293 0.         0.05788872 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.0004391  0.         0.00366917 0.         0.
 0.         0.00398797 0.         0.         0.         0.01877895
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01218045 0.         0.
 0.         0.         0.         0.         0.         0.00654436
 0.         0.         0.         0.         0.         0.
 0.         0.09967519 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.16798797]"
1,032,L,2,../data/Data_FV_Spoofing_WS2025_26/IDIAP/full/dev/real/032-M\032_L_2.png,0,1,"[0.11169925 0.09331128 0.         0.04898647 0.         0.02292331
 0.         0.05636692 0.         0.00893835 0.         0.01228872
 0.         0.00974436 0.         0.07249323 0.         0.00985263
 0.         0.00921504 0.         0.00618947 0.         0.01067068
 0.         0.00656842 0.         0.00805414 0.         0.00815639
 0.         0.06929323 0.         0.         0.         0.
 0.         0.0026406  0.         0.0077594  0.         0.
 0.         0.00300752 0.         0.00345263 0.         0.01270977
 0.         0.         0.         0.00171429 0.         0.00394586
 0.         0.00612932 0.         0.         0.         0.00716992
 0.         0.01296241 0.         0.05628271 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00028271 0.         0.00403609 0.         0.
 0.         0.00410827 0.         0.         0.         0.01988571
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01211429 0.         0.
 0.         0.         0.         0.         0.         0.00561805
 0.         0.         0.         0.         0.         0.
 0.         0.10027068 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.17115789]"
2,032,R,1,../data/Data_FV_Spoofing_WS2025_26/IDIAP/full/dev/real/032-M\032_R_1.png,0,1,"[0.10864361 0.09601203 0.         0.05252331 0.         0.02134737
 0.         0.05850226 0.         0.0080782  0.         0.01061654
 0.         0.00928722 0.         0.06813835 0.         0.01205414
 0.         0.00967218 0.         0.00673083 0.         0.01184962
 0.         0.00816241 0.         0.00865564 0.         0.00985865
 0.         0.07017143 0.         0.         0.         0.
 0.         0.0024     0.         0.00804812 0.         0.
 0.         0.00274887 0.         0.00258647 0.         0.01169925
 0.         0.         0.         0.00205113 0.         0.00360902
 0.         0.0068391  0.         0.         0.         0.00850526
 0.         0.01159098 0.         0.06259248 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00031278 0.         0.00359098 0.         0.
 0.         0.00334436 0.         0.         0.         0.01769023
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01172932 0.         0.
 0.         0.         0.         0.         0.         0.00655639
 0.         0.         0.         0.         0.         0.
 0.         0.10017444 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.16362707]"
3,032,R,2,../data/Data_FV_Spoofing_WS2025_26/IDIAP/full/dev/real/032-M\032_R_2.png,0,1,"[0.11086917 0.09879098 0.         0.05009925 0.         0.02237594
 0.         0.05454436 0.         0.00795789 0.         0.01085714
 0.         0.00870376 0.         0.06170827 0.         0.01337143
 0.         0.01058045 0.         0.00744662 0.         0.01234887
 0.         0.00806015 0.         0.00961805 0.         0.01003308
 0.         0.06505865 0.         0.         0.         0.
 0.         0.00199699 0.         0.00886015 0.         0.
 0.         0.00278496 0.         0.00246617 0.         0.01190376
 0.         0.         0.         0.00245414 0.         0.00379549
 0.         0.00743459 0.         0.         0.         0.00908872
 0.         0.01195789 0.         0.06023459 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00047519 0.         0.00378346 0.         0.
 0.         0.0035609  0.         0.         0.         0.01765414
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01166316 0.         0.
 0.         0.         0.         0.         0.         0.00762105
 0.         0.         0.         0.         0.         0.
 0.         0.10146165 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.16837895]"
4,033,L,1,../data/Data_FV_Spoofing_WS2025_26/IDIAP/full/dev/real/033-M\033_L_1.png,0,2,"[0.11385263 0.10003609 0.         0.04609323 0.         0.02187669
 0.         0.05081504 0.         0.00774135 0.         0.01104962
 0.         0.0083188  0.         0.0636812  0.         0.0154406
 0.         0.01187368 0.         0.00804211 0.         0.01169925
 0.         0.00825865 0.         0.0096     0.         0.00937744
 0.         0.0626406  0.         0.         0.         0.
 0.         0.00210526 0.         0.00866767 0.         0.
 0.         0.00319398 0.         0.00256842 0.         0.01173534
 0.         0.         0.         0.00213534 0.         0.00422256
 0.         0.00697744 0.         0.         0.         0.00994286
 0.         0.01198797 0.         0.05441203 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00048722 0.         0.00396391 0.         0.
 0.         0.0035609  0.         0.         0.         0.01758195
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01208421 0.         0.
 0.         0.         0.         0.         0.         0.00901654
 0.         0.         0.         0.         0.         0.
 0.         0.1030797  0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.1718797 ]"
5,033,L,2,../data/Data_FV_Spoofing_WS2025_26/IDIAP/full/dev/real/033-M\033_L_2.png,0,2,"[0.11701053 0.10150977 0.         0.04624962 0.         0.02238195
 0.         0.04517293 0.         0.00869173 0.         0.01121805
 0.         0.00878195 0.         0.05769023 0.         0.01655338
 0.         0.01183759 0.         0.00805414 0.         0.01201805
 0.         0.00826466 0.         0.00981654 0.         0.00929323
 0.         0.05690226 0.         0.         0.         0.
 0.         0.00242406 0.         0.00891429 0.         0.
 0.         0.00330226 0.         0.0024     0.         0.01131429
 0.         0.         0.         0.00243609 0.         0.00453534
 0.         0.00751278 0.         0.         0.         0.00986466
 0.         0.01240301 0.         0.05390075 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00043308 0.         0.00438496 0.         0.
 0.         0.00384962 0.         0.         0.         0.01818346
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.0121985  0.         0.
 0.         0.         0.         0.         0.         0.00920301
 0.         0.         0.         0.         0.         0.
 0.         0.10393985 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.17735338]"
6,033,R,1,../data/Data_FV_Spoofing_WS2025_26/IDIAP/full/dev/real/033-M\033_R_1.png,0,2,"[0.11779248 0.09818346 0.         0.04578647 0.         0.02322406
 0.         0.04810226 0.         0.00875789 0.         0.01172331
 0.         0.00911278 0.         0.05755188 0.         0.0129985
 0.         0.01089323 0.         0.00816241 0.         0.01186165
 0.         0.00820451 0.         0.00926316 0.         0.00961805
 0.         0.05993985 0.         0.         0.         0.
 0.         0.00263459 0.         0.00806015 0.         0.
 0.         0.00352481 0.         0.00309173 0.         0.01230075
 0.         0.         0.         0.00236391 0.         0.00437895
 0.         0.00713985 0.         0.         0.         0.00931128
 0.         0.01202406 0.         0.05396692 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00050526 0.         0.00409023 0.         0.
 0.         0.0042406  0.         0.         0.         0.01818947
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01307068 0.         0.
 0.         0.         0.         0.         0.         0.00803008
 0.         0.         0.         0.         0.         0.
 0.         0.10301353 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.17888722]"
7,033,R,2,../data/Data_FV_Spoofing_WS2025_26/IDIAP/full/dev/real/033-M\033_R_2.png,0,2,"[0.11544662 0.09869474 0.         0.04596692 0.         0.0220391
 0.         0.05001504 0.         0.00840301 0.         0.01203609
 0.         0.00871579 0.         0.06155188 0.         0.01322707
 0.         0.0113203  0.         0.0078015  0.         0.01190376
 0.         0.0076812  0.         0.00944361 0.         0.00965414
 0.         0.06484812 0.         0.         0.         0.
 0.         0.00217744 0.         0.0083609  0.         0.
 0.         0.00294135 0.         0.00265263 0.         0.01162707
 0.         0.         0.         0.00221955 0.         0.00439098
 0.         0.00744662 0.         0.         0.         0.00884211
 0.         0.01213835 0.         0.05386466 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00044511 0.         0.00404211 0.         0.
 0.         0.00399398 0.         0.         0.         0.0180391
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01261353 0.         0.
 0.         0.         0.         0.         0.         0.00771729
 0.         0.         0.         0.         0.         0.
 0.         0.10237594 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.17536241]"
8,034,L,1,../data/Data_FV_Spoofing_WS2025_26/IDIAP/full/dev/real/034-M\034_L_1.png,0,2,"[0.10306767 0.09446015 0.         0.05150677 0.         0.02002406
 0.         0.06464361 0.         0.00721203 0.         0.01065263
 0.         0.00857744 0.         0.07809925 0.         0.01298647
 0.         0.00983459 0.         0.00615338 0.         0.01141654
 0.         0.00745263 0.         0.00924511 0.         0.00937744
 0.         0.08037895 0.         0.         0.         0.
 0.         0.00192481 0.         0.00893233 0.         0.
 0.         0.00261053 0.         0.00230376 0.         0.01154286
 0.         0.         0.         0.00182256 0.         0.00337444
 0.         0.00622556 0.         0.         0.         0.00776541
 0.         0.0121203  0.         0.06262256 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00034887 0.         0.00329624 0.         0.
 0.         0.00307368 0.         0.         0.         0.01755789
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00997293 0.         0.
 0.         0.         0.         0.         0.         0.00701955
 0.         0.         0.         0.         0.         0.
 0.         0.09891128 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.15348571]"
9,034,L,2,../data/Data_FV_Spoofing_WS2025_26/IDIAP/full/dev/real/034-M\034_L_2.png,0,2,"[0.10594887 0.09664962 0.         0.04985865 0.         0.02034887
 0.         0.05973534 0.         0.00736842 0.         0.01033383
 0.         0.00887218 0.         0.07411729 0.         0.01467669
 0.         0.01120602 0.         0.00689925 0.         0.01207218
 0.         0.00784962 0.         0.0100391  0.         0.00951579
 0.         0.07588571 0.         0.         0.         0.
 0.         0.00163609 0.         0.00917895 0.         0.
 0.         0.00256842 0.         0.00207519 0.         0.01134436
 0.         0.         0.         0.00194887 0.         0.00376541
 0.         0.00667669 0.         0.         0.         0.00900451
 0.         0.01129624 0.         0.05956692 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00042707 0.         0.00341053 0.         0.
 0.         0.00298947 0.         0.         0.         0.01706466
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01019549 0.         0.
 0.         0.         0.         0.         0.         0.00776541
 0.         0.         0.         0.         0.         0.
 0.         0.09941053 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.15829774]"
